ensembl_gene,module
ENSG00000110400,grey
ENSG00000211640,M14
ENSG00000185052,grey
ENSG00000143850,grey
ENSG00000198286,M10
ENSG00000135519,M9
ENSG00000135318,grey
ENSG00000277734,M10
ENSG00000057657,M14
ENSG00000126759,M10
ENSG00000139567,M11
ENSG00000137441,grey
ENSG00000164398,M9
ENSG00000134247,M1
ENSG00000151651,grey
ENSG00000144476,M1
ENSG00000155093,M9
ENSG00000035862,grey
ENSG00000128833,grey
ENSG00000072818,M10
ENSG00000137747,grey
ENSG00000137941,grey
ENSG00000180448,M10
ENSG00000006327,grey
ENSG00000004838,M4
ENSG00000179761,M13
ENSG00000165323,grey
ENSG00000171954,M22
ENSG00000081923,grey
ENSG00000158014,M23
ENSG00000144824,M1
ENSG00000172037,M1
ENSG00000211970,M14
ENSG00000198682,grey
ENSG00000131910,M21
ENSG00000133026,M1
ENSG00000157152,grey
ENSG00000140479,grey
ENSG00000127329,M11
ENSG00000056487,grey
ENSG00000005513,M19
ENSG00000221932,grey
ENSG00000229644,grey
ENSG00000171811,M4
ENSG00000003436,grey
ENSG00000135916,grey
ENSG00000130005,grey
ENSG00000215788,grey
ENSG00000185437,grey
ENSG00000114200,grey
ENSG00000172578,M10
ENSG00000143195,grey
ENSG00000120645,M9
ENSG00000154721,M1
ENSG00000034053,grey
ENSG00000118946,grey
ENSG00000121753,grey
ENSG00000166928,grey
ENSG00000239998,M10
ENSG00000099822,M9
ENSG00000025708,grey
ENSG00000178053,M4
ENSG00000139194,grey
ENSG00000008056,M9
ENSG00000144331,grey
ENSG00000166924,grey
ENSG00000224189,M24
ENSG00000152779,grey
ENSG00000283154,M12
ENSG00000151726,M25
ENSG00000187045,M13
ENSG00000147573,M18
ENSG00000163485,grey
ENSG00000112210,M1
ENSG00000221890,M2
ENSG00000134874,M2
ENSG00000223414,grey
ENSG00000184489,grey
ENSG00000164690,grey
ENSG00000272636,grey
ENSG00000250305,grey
ENSG00000155254,M1
ENSG00000135409,grey
ENSG00000122861,M8
ENSG00000171517,M6
ENSG00000139438,grey
ENSG00000128268,grey
ENSG00000211935,M14
ENSG00000150893,grey
ENSG00000016402,M6
ENSG00000042493,M15
ENSG00000224163,M12
ENSG00000004848,grey
ENSG00000167123,M2
ENSG00000108387,grey
ENSG00000265118,M10
ENSG00000170276,M12
ENSG00000213694,grey
ENSG00000107736,M20
ENSG00000143603,grey
ENSG00000184258,M9
ENSG00000166426,grey
ENSG00000155307,M10
ENSG00000127528,grey
ENSG00000101384,M1
ENSG00000140955,grey
ENSG00000169271,M18
ENSG00000060718,grey
ENSG00000164318,grey
ENSG00000244414,M13
ENSG00000204219,grey
ENSG00000145012,M1
ENSG00000163958,grey
ENSG00000143127,grey
ENSG00000115963,M1
ENSG00000147027,M1
ENSG00000163884,grey
ENSG00000183549,M25
ENSG00000108852,grey
ENSG00000070404,M1
ENSG00000138030,M21
ENSG00000117152,grey
ENSG00000137693,M1
ENSG00000137460,M6
ENSG00000072832,M2
ENSG00000076555,M25
ENSG00000121858,grey
ENSG00000198804,M26
ENSG00000135144,grey
ENSG00000164736,M11
ENSG00000255330,grey
ENSG00000120820,M1
ENSG00000101194,M14
ENSG00000119514,grey
ENSG00000173890,M14
ENSG00000006453,M6
ENSG00000177519,grey
ENSG00000049130,M1
ENSG00000177301,M19
ENSG00000117519,M1
ENSG00000133958,M9
ENSG00000136531,M9
ENSG00000223764,grey
ENSG00000104415,grey
ENSG00000055163,grey
ENSG00000137819,grey
ENSG00000116147,M9
ENSG00000214274,grey
ENSG00000131941,M6
ENSG00000090339,grey
ENSG00000091262,M21
ENSG00000136542,M6
ENSG00000117399,M8
ENSG00000175592,M5
ENSG00000189184,M1
ENSG00000196155,M3
ENSG00000076554,M6
ENSG00000204472,M10
ENSG00000178947,grey
ENSG00000159216,grey
ENSG00000187486,grey
ENSG00000255498,M9
ENSG00000275832,M1
ENSG00000168785,grey
ENSG00000152939,M6
ENSG00000177614,grey
ENSG00000135454,M1
ENSG00000113140,M1
ENSG00000147251,M15
ENSG00000133985,grey
ENSG00000039560,grey
ENSG00000184058,grey
ENSG00000186310,grey
ENSG00000118515,grey
ENSG00000105997,M24
ENSG00000162618,M11
ENSG00000142235,grey
ENSG00000135502,M1
ENSG00000127507,grey
ENSG00000112964,M25
ENSG00000068831,grey
ENSG00000114378,grey
ENSG00000169744,M11
ENSG00000104723,grey
ENSG00000069812,M22
ENSG00000215218,grey
ENSG00000156218,M1
ENSG00000173376,grey
ENSG00000023445,M14
ENSG00000128165,M6
ENSG00000184702,grey
ENSG00000170017,M16
ENSG00000170608,M21
ENSG00000135374,grey
ENSG00000099954,grey
ENSG00000189367,grey
ENSG00000019549,M1
ENSG00000165949,M11
ENSG00000134184,grey
ENSG00000276919,grey
ENSG00000059377,M10
ENSG00000172508,grey
ENSG00000169504,M1
ENSG00000153993,grey
ENSG00000131831,M1
ENSG00000164330,M1
ENSG00000124743,M18
ENSG00000163235,M6
ENSG00000184500,grey
ENSG00000154451,M10
ENSG00000104881,grey
ENSG00000088325,M8
ENSG00000257341,M15
ENSG00000146242,grey
ENSG00000205488,M22
ENSG00000134363,grey
ENSG00000103187,grey
ENSG00000007866,M1
ENSG00000148082,grey
ENSG00000110900,grey
ENSG00000132677,grey
ENSG00000185022,M5
ENSG00000168140,M1
ENSG00000101276,M8
ENSG00000171368,grey
ENSG00000224958,M1
ENSG00000174307,M1
ENSG00000122679,M11
ENSG00000162407,M1
ENSG00000152495,grey
ENSG00000069702,M1
ENSG00000107438,grey
ENSG00000227039,M10
ENSG00000006283,grey
ENSG00000007384,M1
ENSG00000091972,grey
ENSG00000237541,grey
ENSG00000113594,M1
ENSG00000075884,grey
ENSG00000150938,M1
ENSG00000211669,M14
ENSG00000141837,M9
ENSG00000198832,M1
ENSG00000112715,grey
ENSG00000122592,M24
ENSG00000137285,M19
ENSG00000153404,grey
ENSG00000122641,grey
ENSG00000160460,grey
ENSG00000134668,M8
ENSG00000198211,M9
ENSG00000183580,M1
ENSG00000153071,M1
ENSG00000188042,grey
ENSG00000146648,M1
ENSG00000187758,M13
ENSG00000110811,M1
ENSG00000038945,grey
ENSG00000101489,M9
ENSG00000161082,M9
ENSG00000159674,grey
ENSG00000198807,grey
ENSG00000178726,grey
ENSG00000171777,M10
ENSG00000132321,grey
ENSG00000135406,grey
ENSG00000261409,grey
ENSG00000181631,M10
ENSG00000142627,grey
ENSG00000174567,M13
ENSG00000210112,M26
ENSG00000188522,M6
ENSG00000128266,grey
ENSG00000256249,grey
ENSG00000186469,grey
ENSG00000091137,grey
ENSG00000180354,M19
ENSG00000066230,grey
ENSG00000136854,M1
ENSG00000205436,M13
ENSG00000064687,grey
ENSG00000141449,grey
ENSG00000261183,M6
ENSG00000123146,grey
ENSG00000210077,M26
ENSG00000110079,grey
ENSG00000136250,M10
ENSG00000010671,M10
ENSG00000139547,M13
ENSG00000164484,grey
ENSG00000172243,grey
ENSG00000074527,grey
ENSG00000164742,grey
ENSG00000173917,M24
ENSG00000126950,M1
ENSG00000164976,M26
ENSG00000043462,M10
ENSG00000156299,grey
ENSG00000134548,grey
ENSG00000044524,M1
ENSG00000123096,M12
ENSG00000211625,M14
ENSG00000111863,M8
ENSG00000151914,M1
ENSG00000274628,grey
ENSG00000151789,grey
ENSG00000139263,grey
ENSG00000236882,grey
ENSG00000128656,grey
ENSG00000073712,M1
ENSG00000130164,grey
ENSG00000265972,M11
ENSG00000072110,M1
ENSG00000122694,M15
ENSG00000253972,M6
ENSG00000102359,M1
ENSG00000182809,M1
ENSG00000110848,grey
ENSG00000105419,grey
ENSG00000152128,M9
ENSG00000186998,grey
ENSG00000091428,grey
ENSG00000197748,M4
ENSG00000114631,M9
ENSG00000009694,grey
ENSG00000186377,grey
ENSG00000182752,M1
ENSG00000073849,grey
ENSG00000112559,grey
ENSG00000184922,grey
ENSG00000140465,grey
ENSG00000197457,grey
ENSG00000204482,M10
ENSG00000162444,M11
ENSG00000064666,M15
ENSG00000124343,grey
ENSG00000166341,M1
ENSG00000100558,M6
ENSG00000182195,M1
ENSG00000188064,M22
ENSG00000284505,M22
ENSG00000111961,M1
ENSG00000006128,grey
ENSG00000230006,M14
ENSG00000105699,M6
ENSG00000168461,grey
ENSG00000066056,M11
ENSG00000120549,grey
ENSG00000100504,grey
ENSG00000102362,grey
ENSG00000178401,grey
ENSG00000122863,M1
ENSG00000136193,M1
ENSG00000176720,grey
ENSG00000107611,grey
ENSG00000006468,grey
ENSG00000028137,grey
ENSG00000167701,grey
ENSG00000164294,M1
ENSG00000144712,grey
ENSG00000176641,grey
ENSG00000163075,M4
ENSG00000204539,grey
ENSG00000154153,grey
ENSG00000010610,grey
ENSG00000127152,grey
ENSG00000161513,grey
ENSG00000132692,M9
ENSG00000162739,M10
ENSG00000275131,grey
ENSG00000010310,grey
ENSG00000183092,M9
ENSG00000204991,grey
ENSG00000101049,M21
ENSG00000235481,M23
ENSG00000103313,M10
ENSG00000166833,grey
ENSG00000112796,grey
ENSG00000149295,M9
ENSG00000105976,grey
ENSG00000170915,grey
ENSG00000183111,grey
ENSG00000161509,grey
ENSG00000091409,grey
ENSG00000261115,grey
ENSG00000114757,M9
ENSG00000159388,M5
ENSG00000171223,grey
ENSG00000279933,M10
ENSG00000047648,M1
ENSG00000128438,M10
ENSG00000185532,M12
ENSG00000137331,grey
ENSG00000067798,grey
ENSG00000211637,M14
ENSG00000088367,M1
ENSG00000166091,M19
ENSG00000087116,grey
ENSG00000225217,grey
ENSG00000184232,grey
ENSG00000104888,grey
ENSG00000254087,grey
ENSG00000144619,grey
ENSG00000160013,grey
ENSG00000211751,M10
ENSG00000156011,grey
ENSG00000176046,M1
ENSG00000138166,grey
ENSG00000088881,grey
ENSG00000100336,M5
ENSG00000124140,M9
ENSG00000187513,M11
ENSG00000018408,M1
ENSG00000102445,grey
ENSG00000136160,M11
ENSG00000138735,M1
ENSG00000120129,grey
ENSG00000149257,M1
ENSG00000183578,grey
ENSG00000112319,grey
ENSG00000063180,M2
ENSG00000110237,M1
ENSG00000145708,grey
ENSG00000146267,grey
ENSG00000099337,M5
ENSG00000198597,M19
ENSG00000250742,M24
ENSG00000171049,M10
ENSG00000197943,grey
ENSG00000230882,grey
ENSG00000213402,M10
ENSG00000172349,grey
ENSG00000151012,grey
ENSG00000121005,grey
ENSG00000169515,M1
ENSG00000165410,M12
ENSG00000169169,grey
ENSG00000167972,M9
ENSG00000242887,M14
ENSG00000101911,grey
ENSG00000173838,M4
ENSG00000134258,M23
ENSG00000274655,grey
ENSG00000164932,M1
ENSG00000100003,grey
ENSG00000149781,M10
ENSG00000146038,grey
ENSG00000110675,M9
ENSG00000182985,M9
ENSG00000164877,grey
ENSG00000123360,grey
ENSG00000152931,grey
ENSG00000117724,M8
ENSG00000272573,M12
ENSG00000241978,M1
ENSG00000105852,M13
ENSG00000100024,M13
ENSG00000154188,M1
ENSG00000166086,M1
ENSG00000186806,M22
ENSG00000157654,M1
ENSG00000134107,grey
ENSG00000107738,grey
ENSG00000196353,grey
ENSG00000198944,grey
ENSG00000109906,grey
ENSG00000176956,M9
ENSG00000119946,grey
ENSG00000245105,M11
ENSG00000138795,M20
ENSG00000072694,grey
ENSG00000156453,grey
ENSG00000114948,grey
ENSG00000175315,grey
ENSG00000185985,M19
ENSG00000223403,grey
ENSG00000233929,grey
ENSG00000099998,M1
ENSG00000204305,grey
ENSG00000158528,grey
ENSG00000185201,M15
ENSG00000183873,grey
ENSG00000164946,grey
ENSG00000164695,M6
ENSG00000173114,grey
ENSG00000075213,grey
ENSG00000137094,M12
ENSG00000117318,grey
ENSG00000183801,M1
ENSG00000167157,grey
ENSG00000185634,grey
ENSG00000132793,grey
ENSG00000065325,grey
ENSG00000259172,grey
ENSG00000143382,grey
ENSG00000139626,M10
ENSG00000141524,grey
ENSG00000149809,grey
ENSG00000064692,grey
ENSG00000187068,M1
ENSG00000174804,M1
ENSG00000261276,M1
ENSG00000254415,M10
ENSG00000083067,grey
ENSG00000163637,M1
ENSG00000231419,grey
ENSG00000173269,M11
ENSG00000136010,grey
ENSG00000130700,grey
ENSG00000158560,grey
ENSG00000137463,grey
ENSG00000163735,grey
ENSG00000130222,grey
ENSG00000100889,M13
ENSG00000178573,grey
ENSG00000211649,M14
ENSG00000269404,M10
ENSG00000014914,grey
ENSG00000204252,grey
ENSG00000205978,M1
ENSG00000231991,grey
ENSG00000010379,grey
ENSG00000170412,grey
ENSG00000117632,grey
ENSG00000152785,grey
ENSG00000164403,grey
ENSG00000152556,grey
ENSG00000137198,grey
ENSG00000011426,M8
ENSG00000176658,grey
ENSG00000175906,grey
ENSG00000063660,M1
ENSG00000050767,grey
ENSG00000114315,grey
ENSG00000175920,grey
ENSG00000185518,grey
ENSG00000147799,M4
ENSG00000155792,grey
ENSG00000138821,grey
ENSG00000267629,M21
ENSG00000006042,M1
ENSG00000182162,grey
ENSG00000076662,grey
ENSG00000164181,grey
ENSG00000101638,grey
ENSG00000266094,grey
ENSG00000138696,grey
ENSG00000280323,M12
ENSG00000154654,M19
ENSG00000007968,M8
ENSG00000145358,M18
ENSG00000113263,M10
ENSG00000245067,M1
ENSG00000166689,grey
ENSG00000147180,M4
ENSG00000162543,grey
ENSG00000158008,grey
ENSG00000067445,M2
ENSG00000171772,M4
ENSG00000277632,M10
ENSG00000237187,grey
ENSG00000112394,M23
ENSG00000162390,grey
ENSG00000086205,grey
ENSG00000146555,grey
ENSG00000134202,grey
ENSG00000077616,M2
ENSG00000173762,M10
ENSG00000185304,grey
ENSG00000096433,grey
ENSG00000140600,grey
ENSG00000163513,grey
ENSG00000224729,M1
ENSG00000134569,grey
ENSG00000111404,M1
ENSG00000281508,M9
ENSG00000261011,M1
ENSG00000123095,grey
ENSG00000211595,M14
ENSG00000173391,grey
ENSG00000144668,grey
ENSG00000020577,M12
ENSG00000086991,grey
ENSG00000115252,M1
ENSG00000172889,M11
ENSG00000275385,grey
ENSG00000130518,M3
ENSG00000183785,M18
ENSG00000088756,grey
ENSG00000203618,grey
ENSG00000128274,M1
ENSG00000105963,grey
ENSG00000124602,M21
ENSG00000166206,M9
ENSG00000130037,grey
ENSG00000196542,grey
ENSG00000153956,M12
ENSG00000112208,M1
ENSG00000132429,M18
ENSG00000172955,M13
ENSG00000112139,M2
ENSG00000085662,grey
ENSG00000125848,grey
ENSG00000137752,M15
ENSG00000118777,grey
ENSG00000206549,M4
ENSG00000105131,M22
ENSG00000061455,M1
ENSG00000106066,grey
ENSG00000073737,grey
ENSG00000164867,M11
ENSG00000153012,grey
ENSG00000140368,M10
ENSG00000122733,grey
ENSG00000147443,M10
ENSG00000178162,M4
ENSG00000102755,M11
ENSG00000136830,grey
ENSG00000150672,grey
ENSG00000146966,M1
ENSG00000099860,grey
ENSG00000188001,grey
ENSG00000173467,M6
ENSG00000170439,M13
ENSG00000242808,M19
ENSG00000169946,grey
ENSG00000196220,grey
ENSG00000139629,M14
ENSG00000197822,M6
ENSG00000204301,M11
ENSG00000050327,M6
ENSG00000221955,M6
ENSG00000086730,M10
ENSG00000188549,M12
ENSG00000173262,grey
ENSG00000132170,M25
ENSG00000227036,grey
ENSG00000116678,grey
ENSG00000169679,M8
ENSG00000142279,M1
ENSG00000167261,grey
ENSG00000128917,M11
ENSG00000183010,grey
ENSG00000105835,grey
ENSG00000163013,grey
ENSG00000154783,M11
ENSG00000115616,M6
ENSG00000106025,grey
ENSG00000161381,grey
ENSG00000174939,M9
ENSG00000104814,M10
ENSG00000240666,grey
ENSG00000268500,M10
ENSG00000125868,M1
ENSG00000026559,grey
ENSG00000182870,M9
ENSG00000135423,M13
ENSG00000138028,M21
ENSG00000143674,M6
ENSG00000260892,M1
ENSG00000121316,grey
ENSG00000174705,M1
ENSG00000108375,M6
ENSG00000128262,grey
ENSG00000187122,M9
ENSG00000162989,grey
ENSG00000142945,M8
ENSG00000073150,grey
ENSG00000225138,grey
ENSG00000152932,M9
ENSG00000135905,grey
ENSG00000145194,M9
ENSG00000120833,grey
ENSG00000099840,M4
ENSG00000115266,M19
ENSG00000135931,M2
ENSG00000172382,M22
ENSG00000135083,M20
ENSG00000138685,M1
ENSG00000172380,M1
ENSG00000152804,grey
ENSG00000211638,M14
ENSG00000095739,grey
ENSG00000170577,grey
ENSG00000077274,grey
ENSG00000181790,grey
ENSG00000234456,M1
ENSG00000140090,grey
ENSG00000087903,grey
ENSG00000118971,grey
ENSG00000182240,grey
ENSG00000231475,M14
ENSG00000178075,M6
ENSG00000137309,M8
ENSG00000154914,M6
ENSG00000145632,grey
ENSG00000013725,M10
ENSG00000144369,grey
ENSG00000165443,grey
ENSG00000123119,grey
ENSG00000121900,grey
ENSG00000143147,M1
ENSG00000197471,M10
ENSG00000152049,M1
ENSG00000272196,grey
ENSG00000157510,M11
ENSG00000028277,grey
ENSG00000282416,M20
ENSG00000144230,M1
ENSG00000198695,M26
ENSG00000196104,grey
ENSG00000164611,M8
ENSG00000131477,M11
ENSG00000152402,M11
ENSG00000210049,M26
ENSG00000128683,M9
ENSG00000211967,M14
ENSG00000108381,grey
ENSG00000183098,M1
ENSG00000118308,M10
ENSG00000266714,grey
ENSG00000163219,grey
ENSG00000103056,grey
ENSG00000135750,grey
ENSG00000266283,grey
ENSG00000205502,M23
ENSG00000211593,M14
ENSG00000260802,M24
ENSG00000130475,grey
ENSG00000079689,grey
ENSG00000072840,M1
ENSG00000111110,grey
ENSG00000126368,M1
ENSG00000107984,grey
ENSG00000165912,M12
ENSG00000149260,grey
ENSG00000175426,grey
ENSG00000164236,grey
ENSG00000166473,grey
ENSG00000196876,M9
ENSG00000054179,grey
ENSG00000213626,grey
ENSG00000223865,grey
ENSG00000168209,M5
ENSG00000267206,grey
ENSG00000163879,M4
ENSG00000089685,M8
ENSG00000187098,M12
ENSG00000157399,M21
ENSG00000166444,M1
ENSG00000102452,grey
ENSG00000076716,M1
ENSG00000184194,M2
ENSG00000182168,grey
ENSG00000111405,M22
ENSG00000082438,grey
ENSG00000225684,M4
ENSG00000247982,M10
ENSG00000152104,M1
ENSG00000185630,M1
ENSG00000078596,grey
ENSG00000168993,grey
ENSG00000164684,M1
ENSG00000171056,grey
ENSG00000162391,grey
ENSG00000149564,M11
ENSG00000108176,grey
ENSG00000169047,M1
ENSG00000163823,M10
ENSG00000243566,grey
ENSG00000242349,grey
ENSG00000184860,M6
ENSG00000056736,grey
ENSG00000176435,M11
ENSG00000172183,grey
ENSG00000189129,M1
ENSG00000069188,grey
ENSG00000102349,grey
ENSG00000230630,M1
ENSG00000008283,M6
ENSG00000141526,grey
ENSG00000114698,M1
ENSG00000151150,grey
ENSG00000164116,grey
ENSG00000182054,grey
ENSG00000082397,grey
ENSG00000198821,M10
ENSG00000178343,grey
ENSG00000113763,M9
ENSG00000261821,grey
ENSG00000117016,grey
ENSG00000175352,grey
ENSG00000139178,grey
ENSG00000270136,M1
ENSG00000144366,M1
ENSG00000198353,M24
ENSG00000157554,M11
ENSG00000105501,M10
ENSG00000109113,M1
ENSG00000110042,grey
ENSG00000144642,M1
ENSG00000175147,grey
ENSG00000100626,grey
ENSG00000188517,grey
ENSG00000135643,M19
ENSG00000076382,M8
ENSG00000182718,grey
ENSG00000172819,grey
ENSG00000104728,M1
ENSG00000154080,grey
ENSG00000170525,grey
ENSG00000169860,grey
ENSG00000164691,M10
ENSG00000169508,grey
ENSG00000187678,M11
ENSG00000136541,grey
ENSG00000166265,M11
ENSG00000117266,grey
ENSG00000171877,grey
ENSG00000164741,M1
ENSG00000106991,M1
ENSG00000146592,grey
ENSG00000133816,grey
ENSG00000164237,M17
ENSG00000169403,grey
ENSG00000177606,grey
ENSG00000239571,M14
ENSG00000139289,grey
ENSG00000182010,M8
ENSG00000204323,M6
ENSG00000135074,grey
ENSG00000145779,grey
ENSG00000140832,M6
ENSG00000198948,grey
ENSG00000154040,M4
ENSG00000162645,grey
ENSG00000186205,M25
ENSG00000163701,M6
ENSG00000198483,grey
ENSG00000066382,grey
ENSG00000197747,grey
ENSG00000183486,grey
ENSG00000269113,grey
ENSG00000236438,M20
ENSG00000171714,grey
ENSG00000129467,M11
ENSG00000075643,grey
ENSG00000249835,grey
ENSG00000089327,M15
ENSG00000150995,grey
ENSG00000204103,grey
ENSG00000168539,grey
ENSG00000203883,M11
ENSG00000169992,M1
ENSG00000005379,M2
ENSG00000211965,M14
ENSG00000171860,grey
ENSG00000115363,M13
ENSG00000183960,grey
ENSG00000113361,M11
ENSG00000047365,grey
ENSG00000167207,grey
ENSG00000184916,grey
ENSG00000136378,M1
ENSG00000267607,grey
ENSG00000196482,grey
ENSG00000152784,grey
ENSG00000004468,grey
ENSG00000174469,M9
ENSG00000143816,grey
ENSG00000000003,grey
ENSG00000102096,M14
ENSG00000146216,M9
ENSG00000100884,M9
ENSG00000100031,grey
ENSG00000064989,M11
ENSG00000167552,grey
ENSG00000267601,grey
ENSG00000100197,M13
ENSG00000076604,M6
ENSG00000113070,M11
ENSG00000132837,M13
ENSG00000148848,grey
ENSG00000105137,M1
ENSG00000176749,M9
ENSG00000164161,grey
ENSG00000157514,grey
ENSG00000115232,M10
ENSG00000108187,M21
ENSG00000011201,grey
ENSG00000162840,grey
ENSG00000163157,M18
ENSG00000268739,M22
ENSG00000198719,M11
ENSG00000163071,grey
ENSG00000186854,M8
ENSG00000141086,M23
ENSG00000206077,grey
ENSG00000280411,M14
ENSG00000169282,grey
ENSG00000136449,M4
ENSG00000164418,M19
ENSG00000241935,M13
ENSG00000172794,M10
ENSG00000115194,M4
ENSG00000159423,grey
ENSG00000183048,grey
ENSG00000196730,grey
ENSG00000249751,M11
ENSG00000269926,M5
ENSG00000005961,M20
ENSG00000115604,grey
ENSG00000151491,M1
ENSG00000168961,grey
ENSG00000183386,grey
ENSG00000133687,M1
ENSG00000276600,grey
ENSG00000271581,M15
ENSG00000182463,grey
ENSG00000118503,grey
ENSG00000114805,grey
ENSG00000089639,grey
ENSG00000161267,M21
ENSG00000140749,M10
ENSG00000101331,M11
ENSG00000196639,M1
ENSG00000117114,M1
ENSG00000197142,grey
ENSG00000103528,grey
ENSG00000115896,M12
ENSG00000240184,M1
ENSG00000135097,grey
ENSG00000088992,grey
ENSG00000182636,M1
ENSG00000104313,grey
ENSG00000272508,M1
ENSG00000164308,grey
ENSG00000102271,grey
ENSG00000188803,grey
ENSG00000121297,M1
ENSG00000139914,M18
ENSG00000116771,M21
ENSG00000197191,M22
ENSG00000100219,M16
ENSG00000159314,grey
ENSG00000255404,grey
ENSG00000079841,M9
ENSG00000154065,M1
ENSG00000101307,M10
ENSG00000196159,M1
ENSG00000173805,grey
ENSG00000166105,grey
ENSG00000233429,M24
ENSG00000122870,M1
ENSG00000048740,grey
ENSG00000166073,M1
ENSG00000184545,grey
ENSG00000248485,grey
ENSG00000255545,M21
ENSG00000152952,grey
ENSG00000250349,grey
ENSG00000021355,grey
ENSG00000182534,M1
ENSG00000154380,M1
ENSG00000008300,M9
ENSG00000218336,grey
ENSG00000188833,M21
ENSG00000005189,M4
ENSG00000102683,M18
ENSG00000124126,grey
ENSG00000237517,M9
ENSG00000105426,M1
ENSG00000117461,M11
ENSG00000226306,grey
ENSG00000137959,grey
ENSG00000100097,grey
ENSG00000089101,grey
ENSG00000060138,grey
ENSG00000128872,M19
ENSG00000151640,grey
ENSG00000168421,M10
ENSG00000155761,M4
ENSG00000117245,grey
ENSG00000140022,grey
ENSG00000039139,M6
ENSG00000156675,M6
ENSG00000126882,grey
ENSG00000198838,grey
ENSG00000132205,M15
ENSG00000165617,grey
ENSG00000272078,grey
ENSG00000127561,M9
ENSG00000198771,grey
ENSG00000169291,M11
ENSG00000176842,grey
ENSG00000104327,M9
ENSG00000137872,grey
ENSG00000011422,grey
ENSG00000146013,grey
ENSG00000253552,M24
ENSG00000023839,M13
ENSG00000112096,grey
ENSG00000184867,grey
ENSG00000151693,M1
ENSG00000160471,M4
ENSG00000116675,M9
ENSG00000158296,M13
ENSG00000054219,M14
ENSG00000093134,grey
ENSG00000152669,grey
ENSG00000106948,grey
ENSG00000248429,grey
ENSG00000111371,grey
ENSG00000073670,grey
ENSG00000198795,M1
ENSG00000206579,M19
ENSG00000157423,M4
ENSG00000115257,M4
ENSG00000111859,M11
ENSG00000135451,M8
ENSG00000189337,grey
ENSG00000144354,M8
ENSG00000108679,grey
ENSG00000124875,M14
ENSG00000163239,grey
ENSG00000160539,grey
ENSG00000137834,M1
ENSG00000146221,grey
ENSG00000155850,grey
ENSG00000126603,M1
ENSG00000115594,grey
ENSG00000143819,grey
ENSG00000166816,grey
ENSG00000067606,grey
ENSG00000165197,M11
ENSG00000169252,M25
ENSG00000275778,grey
ENSG00000196209,M10
ENSG00000181104,grey
ENSG00000244486,M1
ENSG00000117600,grey
ENSG00000184349,grey
ENSG00000206190,grey
ENSG00000173535,M10
ENSG00000204959,M6
ENSG00000137269,grey
ENSG00000261040,grey
ENSG00000197099,M13
ENSG00000106804,M13
ENSG00000224259,M6
ENSG00000187079,M12
ENSG00000143416,grey
ENSG00000170166,M24
ENSG00000156970,M8
ENSG00000203812,grey
ENSG00000016082,grey
ENSG00000175267,M4
ENSG00000249992,grey
ENSG00000099957,grey
ENSG00000072657,grey
ENSG00000106003,grey
ENSG00000160188,M4
ENSG00000162409,M12
ENSG00000135052,grey
ENSG00000128713,M24
ENSG00000136040,grey
ENSG00000112053,grey
ENSG00000268400,grey
ENSG00000186431,M10
ENSG00000116106,M1
ENSG00000104892,grey
ENSG00000139865,M6
ENSG00000111696,M1
ENSG00000072858,M14
ENSG00000175318,M6
ENSG00000171388,grey
ENSG00000182916,M2
ENSG00000122224,M10
ENSG00000265206,M10
ENSG00000160360,M1
ENSG00000162595,grey
ENSG00000019991,grey
ENSG00000176049,M9
ENSG00000283706,M4
ENSG00000114268,M20
ENSG00000108797,M2
ENSG00000101916,M10
ENSG00000161714,M1
ENSG00000065357,grey
ENSG00000059728,grey
ENSG00000184564,grey
ENSG00000137267,M19
ENSG00000081853,M1
ENSG00000131981,grey
ENSG00000135678,M25
ENSG00000168143,grey
ENSG00000139292,grey
ENSG00000174123,M10
ENSG00000247627,M26
ENSG00000215914,grey
ENSG00000183018,M11
ENSG00000165655,grey
ENSG00000103647,M1
ENSG00000112902,grey
ENSG00000023902,grey
ENSG00000143590,grey
ENSG00000165821,M2
ENSG00000132613,M1
ENSG00000108511,M24
ENSG00000075340,M9
ENSG00000167680,M11
ENSG00000254122,M1
ENSG00000150764,M1
ENSG00000119686,grey
ENSG00000164326,grey
ENSG00000275234,M6
ENSG00000275302,M10
ENSG00000042062,grey
ENSG00000170909,M10
ENSG00000090376,grey
ENSG00000069424,grey
ENSG00000146072,grey
ENSG00000176919,M13
ENSG00000058335,M9
ENSG00000008277,grey
ENSG00000236972,grey
ENSG00000046889,M11
ENSG00000158769,M6
ENSG00000107186,M1
ENSG00000254245,M1
ENSG00000184205,M2
ENSG00000166432,M3
ENSG00000129474,grey
ENSG00000254221,M1
ENSG00000240764,M1
ENSG00000150551,M9
ENSG00000262576,M1
ENSG00000242419,M1
ENSG00000261934,M1
ENSG00000198216,grey
ENSG00000122378,grey
ENSG00000196517,grey
ENSG00000253159,M1
ENSG00000253485,M1
ENSG00000170629,M4
ENSG00000244682,grey
ENSG00000165995,grey
ENSG00000132622,M11
ENSG00000260401,grey
ENSG00000165424,M12
ENSG00000123384,M1
ENSG00000005471,M13
ENSG00000226145,M22
ENSG00000160796,grey
ENSG00000184368,M9
ENSG00000198846,grey
ENSG00000134830,grey
ENSG00000170509,M13
ENSG00000167077,M8
ENSG00000020181,M1
ENSG00000131389,grey
ENSG00000107731,grey
ENSG00000204956,M1
ENSG00000112149,grey
ENSG00000110719,M15
